51639  0.96209 
51638  0.90323 
51660  0.97473 
51662  0.97473 
51663  0.97473 
51658  0.96380 
51659  0.96380 
51647  0.95455 
51644  0.97000 
50731  0.96362 
50724  0.97044 
50725  0.97044 
51732  0.97044 
50718  0.97629 
51731  0.97629 
50713  0.94810 
51703  0.94810 
50707  0.94444 
51702  0.94444 
50700  0.97000 
51684  0.97000 
50693  0.97000 
51682  0.97000 
51683  0.97000 
50687  0.97018 
51823  0.97018 
50682  0.97784 
51804  0.97784 
50676  0.97465 
51792  0.97465 
50667  0.97973 
51777  0.97973 
50660  0.96067 
51763  0.96067 
50652  1.00000 
51762  1.00000 
50647  0.97000 
51752  0.97000 
51636  0.97030 
51653  0.95455 
51747  0.95504 
51737  0.96900 
51726  0.96467 
51712  0.96154 
51696  0.96154 
51686  0.94444 
51687  0.94444 
51679  0.91304 
51680  0.91304 
51848  0.91304 
51849  0.91304 
51850  0.91304 
51831  0.95155 
51832  0.95155 
51815  0.96373 
51816  0.96373 
51789  0.96546 
51788  0.96991 
51764  0.97114 
51635  0.97091 
51836  0.87879 
51837  0.87879 
51834  0.97000 
51835  0.97000 
51652  0.92574 
51643  0.96970 
51840  0.97000 
51841  0.97000 
51842  0.97000 
51746  0.93176 
51738  0.95423 
51739  0.95423 
51721  0.95494 
51722  0.95494 
51723  0.95494 
51724  0.95494 
51725  0.95494 
51713  0.95291 
51714  0.95291 
51695  0.94940 
51688  0.96226 
51677  0.80769 
51678  0.80769 
51844  0.80769 
51845  0.80769 
51846  0.80769 
51847  0.80769 
51826  0.91728 
51828  0.91728 
51829  0.91728 
51830  0.91728 
51810  0.94542 
51811  0.94542 
51812  0.94542 
51813  0.94542 
51814  0.94542 
51790  0.95573 
51791  0.95573 
51786  0.96809 
51787  0.96809 
51765  0.97040 
51766  0.97040 
51755  0.98039 
51753  1.00000 
51754  1.00000 
50732  0.95397 
50733  0.95397 
50726  0.96028 
50727  0.96028 
50716  0.97028 
50717  0.97028 
50714  0.96256 
50715  0.96256 
50705  0.98551 
50706  0.98551 
50702  0.97000 
50703  0.97000 
50690  0.97000 
50691  0.97000 
50688  0.95272 
50689  0.95272 
50680  0.96689 
50681  0.96689 
50677  0.96868 
50678  0.96868 
50679  0.96868 
50664  0.96575 
50665  0.96575 
50666  0.96575 
50662  0.97600 
50663  0.97600 
50650  0.97000 
50651  0.97000 
50648  0.97000 
50649  0.97000 
51733  0.97442 
51734  0.97442 
51729  0.96638 
51730  0.96638 
51706  0.89302 
51707  0.89302 
51708  0.89302 
51699  0.96296 
51700  0.96296 
51818  0.97806 
51819  0.97806 
51805  0.97954 
51806  0.97954 
51807  0.97954 
51797  0.98070 
51798  0.98070 
51780  0.96212 
51781  0.96212 
51770  0.99206 
51771  0.99206 
51772  0.99206 
51773  0.99206 
51640  0.97421 
51637  0.93478 
51666  0.96885 
51654  0.96133 
51646  1.00000 
51645  0.97000 
51748  0.96329 
51735  0.97291 
51736  0.97291 
51727  0.96586 
51728  0.96586 
51709  0.95929 
51710  0.95929 
51711  0.95929 
51697  0.96296 
51698  0.96296 
51685  0.97000 
51667  0.97000 
51668  0.97000 
51669  0.97000 
51820  0.97070 
51821  0.97070 
51802  0.97728 
51803  0.97728 
51799  0.97958 
51800  0.97958 
51801  0.97958 
51778  0.98074 
51779  0.98074 
51774  0.96735 
51775  0.96735 
51776  0.96735 
51759  0.96970 
51760  0.96970 
51761  0.96970 
51749  0.97000 
51633  0.96364 
51838  0.97000 
51833  0.97000 
51648  0.95890 
51839  0.97000 
51744  0.92157 
51743  0.95154 
51718  0.95857 
51717  0.95791 
51692  0.96715 
51690  0.95238 
51671  0.97000 
51672  0.97000 
51673  0.97000 
51854  0.97000 
51855  0.97000 
51856  0.97000 
51857  0.97000 
51824  0.91220 
51808  0.94298 
51793  0.96041 
51794  0.96041 
51782  0.97237 
51783  0.97237 
51768  0.97766 
51769  0.97766 
51757  0.95946 
51750  0.97000 
51701  0.97000 
51641  0.96629 
51632  0.95312 
51664  0.95619 
51665  0.95619 
51655  0.96907 
51656  0.96907 
51657  0.96907 
51649  0.95031 
51651  0.95031 
51642  0.97000 
51745  0.95939 
51740  0.96940 
51741  0.96940 
51719  0.96433 
51720  0.96433 
51715  0.97075 
51716  0.97075 
51693  0.93443 
51694  0.93443 
51689  0.97000 
51674  0.97000 
51675  0.97000 
51676  0.97000 
51681  0.97000 
51852  0.97000 
51853  0.97000 
51825  0.95721 
51809  0.96719 
51795  0.97614 
51796  0.97614 
51784  0.97687 
51785  0.97687 
51767  0.98361 
51756  0.96154 
51751  0.97000 
50729  0.95807 
50730  0.95807 
50722  0.96235 
50723  0.96235 
50719  0.96199 
50720  0.96199 
50721  0.96199 
50711  0.96667 
50712  0.96667 
50708  0.97959 
50710  0.97959 
50696  0.97000 
50697  0.97000 
50694  0.97000 
50695  0.97000 
50685  0.96462 
50686  0.96462 
50683  0.96848 
50684  0.96848 
50672  0.97411 
50673  0.97411 
50674  0.97411 
50675  0.97411 
50668  0.98035 
50669  0.98035 
50670  0.98035 
50671  0.98035 
50655  0.95455 
50656  0.95455 
50658  0.95455 
50659  0.95455 
50653  0.97000 
50654  0.97000 
50643  0.97000 
50644  0.97000 
50645  0.97000 
50646  0.97000 
